402,149.202.86.8-8333-1036,-1,-1,-1,-1
403,80.213.176.78-8333-1033,50,50,50
404,80.101.82.203-8333-1033,-1,-1,-1
405,94.112.167.129-8333-1033,-1,-1,-1,-1
406,94.43.126.102-8333-1033,-1,-1,-1
407,81.231.183.215-8333-1037,-1,-1,-1
408,159.89.117.119-8333-1037,-1,-1,-1
409,68.41.31.115-8333-1033,-1,-1,-1
410,212.129.10.91-8333-1037,85,85,85
411,178.32.216.133-8333-1037,-1,-1,-1,-1,-1
412,82.117.166.77-8333-1036,-1,-1,-1,-1
413,125.197.188.100-8333-1033,-1,-1,-1,-1
414,193.196.38.189-8333-1032,-1,-1,-1,-1
415,142.93.108.6-8333-1037,-1,-1,-1
416,108.29.40.116-8333-1033,132,127,132,122
417,95.217.36.244-8333-1037,-1,-1,-1
