0,29
5,352
10,356
15,375
20,822
25,611
30,331
35,397
40,446
45,330
50,270
55,351
60,278
65,191
70,245
75,227
80,179
85,195
90,182
95,155
100,169
105,140
110,123
115,128
120,118
125,94
130,89
135,65
140,59
145,57
150,28
155,1
160,0
165,3
170,3
175,0
180,0
185,0
190,0
195,1
200,0
205,0
